,YYYYMMDD,DR,RH,RHX
773,19320213,0.0,0.0,0.0
774,19320214,2.0,5.0,4.0
775,19320215,6.0,3.0,2.0
776,19320216,0.0,0.0,0.0
777,19320217,0.0,0.0,0.0
778,19320218,0.0,2.0,1.0
779,19320219,0.0,0.0,0.0
780,19320220,0.0,0.0,0.0
781,19320221,5.0,6.0,3.0
782,19320222,11.0,12.0,9.0
783,19320223,8.0,9.0,4.0
784,19320224,4.0,3.0,1.0
785,19320225,0.0,0.0,0.0
786,19320226,0.0,0.0,0.0
787,19320227,0.0,0.0,0.0
788,19320228,0.0,0.0,0.0
789,19320229,0.0,0.0,0.0
790,19320301,0.0,0.0,0.0
791,19320302,0.0,0.0,0.0
792,19320303,0.0,0.0,0.0
793,19320304,0.0,0.0,0.0
794,19320305,0.0,0.0,0.0
795,19320306,14.0,15.0,6.0
796,19320307,62.0,53.0,22.0
797,19320308,18.0,36.0,30.0
798,19320309,3.0,5.0,5.0
799,19320310,2.0,3.0,2.0
800,19320311,0.0,0.0,0.0
801,19320312,0.0,0.0,0.0
802,19320313,0.0,0.0,0.0
803,19320314,0.0,0.0,0.0
804,19320315,0.0,0.0,0.0
805,19320316,0.0,0.0,0.0
806,19320317,3.0,2.0,1.0
807,19320318,0.0,0.0,0.0
808,19320319,0.0,0.0,0.0
809,19320320,0.0,0.0,0.0
810,19320321,0.0,0.0,0.0
811,19320322,0.0,0.0,0.0
812,19320323,0.0,0.0,0.0
813,19320324,0.0,0.0,0.0
814,19320325,0.0,0.0,0.0
815,19320326,0.0,0.0,0.0
816,19320327,0.0,0.0,0.0
817,19320328,29.0,67.0,29.0
818,19320329,30.0,20.0,8.0
819,19320330,60.0,75.0,18.0
820,19320331,15.0,53.0,32.0
821,19320401,13.0,14.0,9.0
822,19320402,42.0,54.0,19.0
823,19320403,32.0,18.0,5.0
824,19320404,9.0,2.0,2.0
825,19320405,0.0,1.0,1.0
826,19320406,133.0,137.0,20.0
827,19320407,37.0,106.0,33.0
828,19320408,18.0,32.0,8.0
829,19320409,38.0,39.0,17.0
830,19320410,65.0,61.0,27.0
831,19320411,57.0,59.0,29.0
832,19320412,42.0,103.0,28.0
833,19320413,1.0,1.0,1.0
834,19320414,1.0,1.0,1.0
835,19320415,0.0,0.0,0.0
836,19320416,11.0,5.0,1.0
837,19320417,0.0,0.0,0.0
838,19320418,0.0,0.0,0.0
839,19320419,0.0,0.0,0.0
840,19320420,3.0,2.0,1.0
841,19320421,23.0,37.0,11.0
842,19320422,8.0,18.0,10.0
843,19320423,15.0,31.0,13.0
844,19320424,0.0,0.0,0.0
845,19320425,0.0,0.0,0.0
846,19320426,9.0,19.0,17.0
847,19320427,15.0,27.0,20.0
848,19320428,27.0,15.0,4.0
849,19320429,46.0,68.0,37.0
850,19320430,0.0,0.0,0.0
851,19320501,32.0,62.0,31.0
852,19320502,27.0,30.0,12.0
853,19320503,47.0,73.0,19.0
854,19320504,44.0,64.0,21.0
855,19320505,1.0,2.0,2.0
856,19320506,0.0,0.0,0.0
857,19320507,0.0,0.0,0.0
858,19320508,0.0,0.0,0.0
859,19320509,21.0,39.0,18.0
860,19320510,19.0,10.0,5.0
861,19320511,2.0,1.0,1.0
862,19320512,24.0,18.0,7.0
863,19320513,0.0,0.0,0.0
864,19320514,0.0,0.0,0.0
865,19320515,0.0,1.0,1.0
866,19320516,23.0,14.0,5.0
867,19320517,10.0,7.0,3.0
868,19320518,0.0,0.0,0.0
869,19320519,6.0,4.0,4.0
870,19320520,0.0,0.0,0.0
871,19320521,0.0,0.0,0.0
872,19320522,8.0,9.0,7.0
873,19320523,23.0,69.0,40.0
874,19320524,34.0,54.0,23.0
875,19320525,22.0,9.0,4.0
876,19320526,0.0,0.0,0.0
877,19320527,0.0,0.0,0.0
878,19320528,2.0,2.0,2.0
879,19320529,0.0,1.0,1.0
880,19320530,3.0,5.0,3.0
881,19320531,36.0,27.0,9.0
882,19320601,35.0,37.0,20.0
883,19320602,0.0,0.0,0.0
884,19320603,0.0,0.0,0.0
885,19320604,0.0,0.0,0.0
886,19320605,5.0,2.0,1.0
887,19320606,6.0,2.0,1.0
888,19320607,0.0,0.0,0.0
889,19320608,2.0,2.0,2.0
890,19320609,0.0,0.0,0.0
891,19320610,0.0,0.0,0.0
892,19320611,0.0,0.0,0.0
893,19320612,0.0,0.0,0.0
894,19320613,0.0,0.0,0.0
895,19320614,0.0,0.0,0.0
896,19320615,0.0,0.0,0.0
897,19320616,0.0,0.0,0.0
898,19320617,0.0,0.0,0.0
899,19320618,0.0,0.0,0.0
900,19320619,0.0,0.0,0.0
901,19320620,24.0,17.0,8.0
902,19320621,14.0,26.0,22.0
903,19320622,75.0,257.0,107.0
904,19320623,0.0,0.0,0.0
905,19320624,0.0,0.0,0.0
906,19320625,16.0,12.0,5.0
907,19320626,0.0,0.0,0.0
908,19320627,0.0,0.0,0.0
909,19320628,8.0,14.0,6.0
910,19320629,0.0,0.0,0.0
911,19320630,0.0,0.0,0.0
912,19320701,40.0,96.0,55.0
913,19320702,1.0,3.0,3.0
914,19320703,0.0,0.0,0.0
915,19320704,0.0,0.0,0.0
916,19320705,0.0,0.0,0.0
917,19320706,34.0,36.0,18.0
918,19320707,2.0,1.0,1.0
919,19320708,0.0,0.0,0.0
920,19320709,0.0,0.0,0.0
921,19320710,0.0,0.0,0.0
922,19320711,0.0,0.0,0.0
923,19320712,42.0,58.0,18.0
924,19320713,0.0,0.0,0.0
925,19320714,0.0,0.0,0.0
926,19320715,0.0,0.0,0.0
927,19320716,33.0,67.0,31.0
928,19320717,26.0,109.0,73.0
929,19320718,0.0,0.0,0.0
930,19320719,2.0,2.0,1.0
931,19320720,28.0,55.0,34.0
932,19320721,5.0,6.0,3.0
933,19320722,17.0,34.0,28.0
934,19320723,3.0,1.0,1.0
935,19320724,0.0,1.0,1.0
936,19320725,32.0,17.0,6.0
937,19320726,51.0,153.0,53.0
938,19320727,15.0,113.0,34.0
939,19320728,84.0,156.0,36.0
940,19320729,23.0,19.0,9.0
941,19320730,0.0,0.0,0.0
942,19320731,0.0,0.0,0.0
943,19320801,11.0,39.0,21.0
944,19320802,4.0,14.0,7.0
945,19320803,18.0,5.0,2.0
946,19320804,3.0,2.0,1.0
947,19320805,0.0,1.0,1.0
948,19320806,0.0,0.0,0.0
949,19320807,2.0,4.0,4.0
950,19320808,0.0,0.0,0.0
951,19320809,0.0,0.0,0.0
952,19320810,0.0,0.0,0.0
953,19320811,0.0,0.0,0.0
954,19320812,19.0,81.0,33.0
955,19320813,7.0,3.0,2.0
956,19320814,5.0,10.0,6.0
957,19320815,0.0,1.0,1.0
958,19320816,0.0,0.0,0.0
959,19320817,0.0,0.0,0.0
960,19320818,0.0,1.0,1.0
961,19320819,0.0,0.0,0.0
962,19320820,0.0,0.0,0.0
963,19320821,6.0,11.0,9.0
964,19320822,15.0,53.0,26.0
965,19320823,0.0,0.0,0.0
966,19320824,2.0,2.0,1.0
967,19320825,0.0,0.0,0.0
968,19320826,0.0,0.0,0.0
969,19320827,13.0,73.0,56.0
970,19320828,0.0,1.0,1.0
971,19320829,0.0,0.0,0.0
972,19320830,27.0,67.0,31.0
973,19320831,7.0,14.0,7.0
974,19320901,16.0,5.0,2.0
975,19320902,44.0,59.0,21.0
976,19320903,133.0,428.0,89.0
977,19320904,0.0,0.0,0.0
978,19320905,6.0,3.0,2.0
979,19320906,3.0,13.0,12.0
980,19320907,5.0,8.0,7.0
981,19320908,0.0,0.0,0.0
982,19320909,5.0,7.0,6.0
983,19320910,2.0,4.0,2.0
984,19320911,48.0,77.0,27.0
985,19320912,0.0,0.0,0.0
986,19320913,0.0,0.0,0.0
987,19320914,36.0,87.0,42.0
988,19320915,0.0,0.0,0.0
989,19320916,0.0,1.0,1.0
990,19320917,0.0,0.0,0.0
991,19320918,2.0,5.0,5.0
992,19320919,13.0,13.0,5.0
993,19320920,0.0,0.0,0.0
994,19320921,0.0,0.0,0.0
995,19320922,31.0,81.0,34.0
996,19320923,53.0,133.0,37.0
997,19320924,12.0,41.0,33.0
998,19320925,0.0,0.0,0.0
999,19320926,20.0,27.0,12.0
1000,19320927,0.0,1.0,1.0
1001,19320928,0.0,0.0,0.0
1002,19320929,0.0,0.0,0.0
1003,19320930,16.0,13.0,5.0
1004,19321001,70.0,107.0,37.0
1005,19321002,19.0,47.0,19.0
1006,19321003,26.0,29.0,7.0
1007,19321004,4.0,9.0,5.0
1008,19321005,4.0,4.0,3.0
1009,19321006,5.0,2.0,1.0
1010,19321007,0.0,1.0,1.0
1011,19321008,50.0,26.0,8.0
1012,19321009,83.0,91.0,34.0
1013,19321010,31.0,14.0,7.0
1014,19321011,25.0,30.0,14.0
1015,19321012,0.0,0.0,0.0
1016,19321013,32.0,81.0,32.0
1017,19321014,99.0,247.0,54.0
1018,19321015,64.0,149.0,41.0
1019,19321016,21.0,12.0,4.0
1020,19321017,8.0,14.0,4.0
1021,19321018,33.0,54.0,19.0
1022,19321019,4.0,13.0,12.0
1023,19321020,68.0,65.0,16.0
1024,19321021,117.0,144.0,30.0
1025,19321022,0.0,0.0,0.0
1026,19321023,84.0,231.0,54.0
1027,19321024,0.0,1.0,1.0
1028,19321025,15.0,10.0,3.0
1029,19321026,86.0,159.0,58.0
1030,19321027,20.0,35.0,21.0
1031,19321028,48.0,42.0,16.0
1032,19321029,3.0,4.0,3.0
1033,19321030,118.0,231.0,29.0
1034,19321031,51.0,82.0,24.0
1035,19321101,27.0,15.0,6.0
1036,19321102,23.0,11.0,4.0
1037,19321103,1.0,1.0,1.0
1038,19321104,0.0,1.0,1.0
1039,19321105,0.0,0.0,0.0
1040,19321106,0.0,0.0,0.0
1041,19321107,3.0,1.0,1.0
1042,19321108,122.0,135.0,20.0
1043,19321109,24.0,12.0,4.0
1044,19321110,0.0,0.0,0.0
1045,19321111,0.0,0.0,0.0
1046,19321112,0.0,0.0,0.0
1047,19321113,0.0,0.0,0.0
1048,19321114,0.0,0.0,0.0
1049,19321115,0.0,0.0,0.0
1050,19321116,0.0,0.0,0.0
1051,19321117,0.0,0.0,0.0
1052,19321118,0.0,0.0,0.0
1053,19321119,28.0,15.0,5.0
1054,19321120,30.0,25.0,12.0
1055,19321121,8.0,5.0,4.0
1056,19321122,62.0,42.0,14.0
1057,19321123,23.0,42.0,17.0
1058,19321124,14.0,36.0,19.0
1059,19321125,33.0,11.0,3.0
1060,19321126,11.0,8.0,3.0
1061,19321127,22.0,23.0,16.0
1062,19321128,31.0,10.0,3.0
1063,19321129,0.0,2.0,1.0
1064,19321130,0.0,1.0,1.0
1065,19321201,0.0,0.0,0.0
1066,19321202,13.0,4.0,2.0
1067,19321203,56.0,90.0,24.0
1068,19321204,4.0,5.0,3.0
1069,19321205,7.0,4.0,2.0
1070,19321206,7.0,4.0,2.0
1071,19321207,0.0,0.0,0.0
1072,19321208,0.0,0.0,0.0
1073,19321209,0.0,0.0,0.0
1074,19321210,0.0,0.0,0.0
1075,19321211,0.0,0.0,0.0
1076,19321212,0.0,0.0,0.0
1077,19321213,0.0,0.0,0.0
1078,19321214,2.0,5.0,5.0
1079,19321215,4.0,3.0,3.0
1080,19321216,0.0,0.0,0.0
1081,19321217,0.0,1.0,1.0
1082,19321218,0.0,0.0,0.0
1083,19321219,0.0,0.0,0.0
1084,19321220,0.0,0.0,0.0
1085,19321221,0.0,0.0,0.0
1086,19321222,0.0,0.0,0.0
1087,19321223,13.0,2.0,1.0
1088,19321224,0.0,1.0,1.0
1089,19321225,16.0,10.0,6.0
1090,19321226,13.0,4.0,1.0
1091,19321227,0.0,0.0,0.0
1092,19321228,13.0,13.0,5.0
1093,19321229,0.0,0.0,0.0
1094,19321230,20.0,19.0,14.0
1095,19321231,24.0,11.0,5.0
1096,19330101,7.0,4.0,2.0
1097,19330102,0.0,1.0,1.0
1098,19330103,2.0,2.0,1.0
1099,19330104,0.0,1.0,1.0
1100,19330105,18.0,25.0,18.0
1101,19330106,16.0,12.0,4.0
1102,19330107,0.0,1.0,1.0
1103,19330108,83.0,34.0,7.0
1104,19330109,26.0,20.0,11.0
1105,19330110,0.0,0.0,0.0
1106,19330111,75.0,33.0,5.0
1107,19330112,13.0,5.0,2.0
1108,19330113,24.0,69.0,44.0
1109,19330114,0.0,0.0,0.0
1110,19330115,0.0,0.0,0.0
1111,19330116,0.0,0.0,0.0
1112,19330117,0.0,1.0,1.0
1113,19330118,0.0,0.0,0.0
1114,19330119,0.0,2.0,1.0
1115,19330120,0.0,0.0,0.0
1116,19330121,0.0,0.0,0.0
1117,19330122,0.0,0.0,0.0
1118,19330123,11.0,12.0,3.0
1119,19330124,0.0,0.0,0.0
1120,19330125,0.0,0.0,0.0
1121,19330126,0.0,0.0,0.0
1122,19330127,0.0,0.0,0.0
1123,19330128,0.0,0.0,0.0
1124,19330129,0.0,1.0,1.0
1125,19330130,48.0,29.0,6.0
1126,19330131,0.0,0.0,0.0
1127,19330201,74.0,71.0,20.0
1128,19330202,73.0,97.0,27.0
1129,19330203,0.0,0.0,0.0
1130,19330204,80.0,68.0,18.0
1131,19330205,8.0,10.0,7.0
1132,19330206,14.0,5.0,2.0
1133,19330207,17.0,12.0,5.0
1134,19330208,3.0,4.0,2.0
1135,19330209,0.0,0.0,0.0
1136,19330210,7.0,7.0,5.0
1137,19330211,0.0,0.0,0.0
1138,19330212,0.0,0.0,0.0
1139,19330213,11.0,4.0,3.0
1140,19330214,13.0,26.0,10.0
1141,19330215,6.0,7.0,3.0
1142,19330216,0.0,3.0,1.0
1143,19330217,26.0,24.0,7.0
1144,19330218,0.0,3.0,2.0
1145,19330219,0.0,3.0,1.0
1146,19330220,0.0,0.0,0.0
1147,19330221,38.0,67.0,27.0
1148,19330222,0.0,0.0,0.0
1149,19330223,0.0,2.0,1.0
1150,19330224,0.0,0.0,0.0
1151,19330225,0.0,0.0,0.0
1152,19330226,0.0,0.0,0.0
1153,19330227,0.0,0.0,0.0
1154,19330228,0.0,0.0,0.0
1155,19330301,0.0,0.0,0.0
1156,19330302,41.0,29.0,8.0
1157,19330303,67.0,96.0,16.0
1158,19330304,22.0,31.0,18.0
1159,19330305,0.0,0.0,0.0
1160,19330306,61.0,30.0,6.0
1161,19330307,78.0,58.0,15.0
1162,19330308,5.0,1.0,1.0
1163,19330309,0.0,1.0,1.0
1164,19330310,0.0,0.0,0.0
1165,19330311,0.0,0.0,0.0
1166,19330312,0.0,0.0,0.0
1167,19330313,0.0,0.0,0.0
1168,19330314,0.0,1.0,1.0
1169,19330315,0.0,0.0,0.0
1170,19330316,43.0,20.0,5.0
1171,19330317,40.0,49.0,15.0
1172,19330318,21.0,20.0,7.0
1173,19330319,39.0,55.0,18.0
1174,19330320,45.0,53.0,20.0
1175,19330321,0.0,0.0,0.0
1176,19330322,0.0,0.0,0.0
1177,19330323,0.0,0.0,0.0
1178,19330324,0.0,0.0,0.0
1179,19330325,0.0,0.0,0.0
1180,19330326,0.0,0.0,0.0
1181,19330327,0.0,0.0,0.0
1182,19330328,0.0,0.0,0.0
1183,19330329,0.0,0.0,0.0
1184,19330330,0.0,0.0,0.0
1185,19330331,4.0,7.0,7.0
1186,19330401,39.0,27.0,10.0
1187,19330402,6.0,3.0,3.0
1188,19330403,18.0,14.0,9.0
1189,19330404,0.0,0.0,0.0
1190,19330405,0.0,0.0,0.0
1191,19330406,0.0,0.0,0.0
1192,19330407,0.0,0.0,0.0
1193,19330408,6.0,2.0,1.0
1194,19330409,6.0,6.0,3.0
1195,19330410,1.0,1.0,1.0
1196,19330411,0.0,1.0,1.0
1197,19330412,2.0,1.0,1.0
1198,19330413,0.0,0.0,0.0
1199,19330414,0.0,0.0,0.0
1200,19330415,0.0,0.0,0.0
1201,19330416,0.0,0.0,0.0
1202,19330417,0.0,0.0,0.0
1203,19330418,6.0,5.0,4.0
1204,19330419,14.0,20.0,9.0
1205,19330420,0.0,0.0,0.0
1206,19330421,3.0,1.0,1.0
1207,19330422,0.0,0.0,0.0
1208,19330423,3.0,2.0,1.0
1209,19330424,0.0,0.0,0.0
1210,19330425,0.0,0.0,0.0
1211,19330426,39.0,30.0,17.0
1212,19330427,3.0,3.0,3.0
1213,19330428,0.0,0.0,0.0
1214,19330429,0.0,1.0,1.0
1215,19330430,30.0,74.0,45.0
1216,19330501,0.0,0.0,0.0
1217,19330502,0.0,0.0,0.0
1218,19330503,0.0,0.0,0.0
1219,19330504,0.0,0.0,0.0
1220,19330505,0.0,0.0,0.0
1221,19330506,37.0,65.0,20.0
1222,19330507,35.0,82.0,29.0
1223,19330508,88.0,76.0,21.0
1224,19330509,58.0,76.0,18.0
1225,19330510,36.0,38.0,9.0
1226,19330511,19.0,23.0,14.0
1227,19330512,13.0,6.0,3.0
1228,19330513,10.0,8.0,7.0
1229,19330514,33.0,51.0,28.0
1230,19330515,10.0,8.0,4.0
1231,19330516,0.0,0.0,0.0
1232,19330517,0.0,0.0,0.0
1233,19330518,0.0,0.0,0.0
1234,19330519,0.0,0.0,0.0
1235,19330520,0.0,0.0,0.0
1236,19330521,0.0,0.0,0.0
1237,19330522,0.0,0.0,0.0
1238,19330523,0.0,0.0,0.0
1239,19330524,12.0,20.0,16.0
1240,19330525,92.0,166.0,38.0
1241,19330526,8.0,2.0,1.0
1242,19330527,0.0,0.0,0.0
1243,19330528,0.0,0.0,0.0
1244,19330529,0.0,0.0,0.0
1245,19330530,1.0,1.0,1.0
1246,19330531,0.0,0.0,0.0
1247,19330601,0.0,0.0,0.0
1248,19330602,0.0,0.0,0.0
1249,19330603,0.0,0.0,0.0
1250,19330604,0.0,0.0,0.0
1251,19330605,0.0,0.0,0.0
1252,19330606,0.0,0.0,0.0
1253,19330607,0.0,0.0,0.0
1254,19330608,0.0,0.0,0.0
1255,19330609,6.0,12.0,11.0
1256,19330610,23.0,43.0,18.0
1257,19330611,0.0,0.0,0.0
1258,19330612,68.0,89.0,23.0
1259,19330613,0.0,0.0,0.0
1260,19330614,0.0,0.0,0.0
1261,19330615,0.0,0.0,0.0
1262,19330616,0.0,0.0,0.0
1263,19330617,58.0,163.0,39.0
1264,19330618,28.0,58.0,29.0
1265,19330619,26.0,30.0,9.0
1266,19330620,26.0,63.0,19.0
1267,19330621,5.0,12.0,8.0
1268,19330622,39.0,38.0,13.0
1269,19330623,0.0,1.0,1.0
1270,19330624,0.0,0.0,0.0
1271,19330625,0.0,0.0,0.0
1272,19330626,0.0,0.0,0.0
1273,19330627,15.0,20.0,8.0
1274,19330628,28.0,17.0,6.0
1275,19330629,0.0,0.0,0.0
1276,19330630,3.0,1.0,1.0
1277,19330701,0.0,0.0,0.0
1278,19330702,0.0,0.0,0.0
1279,19330703,0.0,0.0,0.0
1280,19330704,0.0,0.0,0.0
1281,19330705,0.0,0.0,0.0
1282,19330706,0.0,0.0,0.0
1283,19330707,0.0,0.0,0.0
1284,19330708,0.0,0.0,0.0
1285,19330709,8.0,11.0,10.0
1286,19330710,9.0,16.0,11.0
1287,19330711,23.0,25.0,9.0
1288,19330712,10.0,15.0,7.0
1289,19330713,35.0,46.0,19.0
1290,19330714,26.0,22.0,5.0
1291,19330715,20.0,32.0,17.0
1292,19330716,32.0,16.0,7.0
1293,19330717,8.0,6.0,3.0
1294,19330718,0.0,0.0,0.0
1295,19330719,0.0,0.0,0.0
1296,19330720,0.0,0.0,0.0
1297,19330721,0.0,0.0,0.0
1298,19330722,22.0,37.0,21.0
1299,19330723,0.0,0.0,0.0
1300,19330724,0.0,0.0,0.0
1301,19330725,0.0,0.0,0.0
1302,19330726,0.0,1.0,1.0
1303,19330727,0.0,0.0,0.0
1304,19330728,1.0,2.0,2.0
1305,19330729,63.0,142.0,26.0
1306,19330730,6.0,8.0,5.0
1307,19330731,44.0,51.0,16.0
1308,19330801,58.0,74.0,15.0
1309,19330802,0.0,0.0,0.0
1310,19330803,0.0,0.0,0.0
1311,19330804,0.0,1.0,1.0
1312,19330805,0.0,0.0,0.0
1313,19330806,0.0,0.0,0.0
1314,19330807,0.0,0.0,0.0
1315,19330808,0.0,0.0,0.0
1316,19330809,0.0,0.0,0.0
1317,19330810,0.0,0.0,0.0
1318,19330811,5.0,7.0,4.0
1319,19330812,14.0,19.0,14.0
1320,19330813,0.0,0.0,0.0
1321,19330814,7.0,7.0,4.0
1322,19330815,0.0,0.0,0.0
1323,19330816,48.0,194.0,62.0
1324,19330817,0.0,1.0,1.0
1325,19330818,23.0,30.0,19.0
1326,19330819,0.0,0.0,0.0
1327,19330820,0.0,0.0,0.0
1328,19330821,39.0,52.0,23.0
1329,19330822,29.0,88.0,28.0
1330,19330823,24.0,19.0,12.0
1331,19330824,5.0,7.0,4.0
1332,19330825,0.0,1.0,1.0
1333,19330826,0.0,0.0,0.0
1334,19330827,0.0,0.0,0.0
1335,19330828,0.0,0.0,0.0
1336,19330829,0.0,0.0,0.0
1337,19330830,0.0,0.0,0.0
1338,19330831,0.0,1.0,1.0
1339,19330901,28.0,57.0,27.0
1340,19330902,0.0,1.0,1.0
1341,19330903,0.0,0.0,0.0
1342,19330904,0.0,0.0,0.0
1343,19330905,0.0,0.0,0.0
1344,19330906,0.0,0.0,0.0
1345,19330907,0.0,0.0,0.0
1346,19330908,0.0,0.0,0.0
1347,19330909,0.0,0.0,0.0
1348,19330910,0.0,0.0,0.0
1349,19330911,0.0,0.0,0.0
1350,19330912,0.0,0.0,0.0
1351,19330913,79.0,218.0,62.0
1352,19330914,53.0,117.0,27.0
1353,19330915,0.0,0.0,0.0
1354,19330916,0.0,1.0,1.0
1355,19330917,0.0,0.0,0.0
1356,19330918,18.0,17.0,8.0
1357,19330919,0.0,1.0,1.0
1358,19330920,16.0,74.0,50.0
1359,19330921,56.0,42.0,11.0
1360,19330922,5.0,4.0,3.0
1361,19330923,1.0,2.0,1.0
1362,19330924,3.0,2.0,1.0
1363,19330925,28.0,61.0,38.0
1364,19330926,9.0,7.0,3.0
1365,19330927,0.0,1.0,1.0
1366,19330928,0.0,2.0,1.0
1367,19330929,0.0,1.0,1.0
1368,19330930,0.0,1.0,1.0
1369,19331001,11.0,3.0,2.0
1370,19331002,24.0,20.0,9.0
1371,19331003,0.0,0.0,0.0
1372,19331004,0.0,0.0,0.0
1373,19331005,0.0,0.0,0.0
1374,19331006,0.0,0.0,0.0
1375,19331007,25.0,14.0,7.0
1376,19331008,20.0,61.0,50.0
1377,19331009,0.0,0.0,0.0
1378,19331010,0.0,0.0,0.0
1379,19331011,3.0,3.0,2.0
1380,19331012,0.0,0.0,0.0
1381,19331013,7.0,4.0,2.0
1382,19331014,0.0,0.0,0.0
1383,19331015,1.0,1.0,1.0
1384,19331016,48.0,123.0,38.0
1385,19331017,48.0,81.0,27.0
1386,19331018,0.0,1.0,1.0
1387,19331019,0.0,1.0,1.0
1388,19331020,0.0,0.0,0.0
1389,19331021,8.0,7.0,6.0
1390,19331022,0.0,0.0,0.0
1391,19331023,0.0,0.0,0.0
1392,19331024,0.0,1.0,1.0
1393,19331025,1.0,2.0,2.0
1394,19331026,79.0,136.0,25.0
1395,19331027,88.0,119.0,23.0
1396,19331028,0.0,0.0,0.0
1397,19331029,0.0,0.0,0.0
1398,19331030,37.0,43.0,23.0
1399,19331031,42.0,62.0,23.0
1400,19331101,62.0,129.0,53.0
1401,19331102,62.0,56.0,19.0
1402,19331103,17.0,14.0,7.0
1403,19331104,0.0,1.0,1.0
1404,19331105,0.0,0.0,0.0
1405,19331106,92.0,43.0,11.0
1406,19331107,24.0,16.0,6.0
1407,19331108,0.0,0.0,0.0
1408,19331109,0.0,0.0,0.0
1409,19331110,3.0,1.0,1.0
1410,19331111,0.0,0.0,0.0
1411,19331112,15.0,11.0,3.0
1412,19331113,0.0,0.0,0.0
1413,19331114,0.0,0.0,0.0
1414,19331115,0.0,0.0,0.0
1415,19331116,8.0,7.0,6.0
1416,19331117,19.0,12.0,7.0
1417,19331118,0.0,0.0,0.0
1418,19331119,0.0,0.0,0.0
1419,19331120,0.0,1.0,1.0
1420,19331121,0.0,0.0,0.0
1421,19331122,13.0,8.0,1.0
1422,19331123,8.0,12.0,5.0
1423,19331124,21.0,38.0,23.0
1424,19331125,0.0,0.0,0.0
1425,19331126,0.0,0.0,0.0
1426,19331127,0.0,0.0,0.0
1427,19331128,0.0,0.0,0.0
1428,19331129,0.0,0.0,0.0
1429,19331130,0.0,0.0,0.0
1430,19331201,0.0,0.0,0.0
1431,19331202,0.0,0.0,0.0
1432,19331203,0.0,0.0,0.0
1433,19331204,0.0,0.0,0.0
1434,19331205,0.0,0.0,0.0
1435,19331206,0.0,0.0,0.0
1436,19331207,0.0,3.0,1.0
1437,19331208,0.0,0.0,0.0
1438,19331209,0.0,0.0,0.0
1439,19331210,0.0,0.0,0.0
1440,19331211,3.0,6.0,6.0
1441,19331212,4.0,6.0,6.0
1442,19331213,0.0,0.0,0.0
1443,19331214,0.0,0.0,0.0
1444,19331215,2.0,2.0,1.0
1445,19331216,0.0,0.0,0.0
1446,19331217,0.0,0.0,0.0
1447,19331218,0.0,2.0,1.0
1448,19331219,0.0,0.0,0.0
1449,19331220,3.0,2.0,2.0
1450,19331221,9.0,4.0,2.0
1451,19331222,0.0,0.0,0.0
1452,19331223,0.0,0.0,0.0
1453,19331224,0.0,0.0,0.0
1454,19331225,0.0,1.0,1.0
1455,19331226,0.0,1.0,1.0
1456,19331227,60.0,35.0,10.0
1457,19331228,0.0,0.0,0.0
1458,19331229,0.0,0.0,0.0
1459,19331230,0.0,0.0,0.0
1460,19331231,0.0,0.0,0.0
1461,19340101,0.0,0.0,0.0
1462,19340102,0.0,0.0,0.0
1463,19340103,21.0,19.0,4.0
1464,19340104,27.0,21.0,11.0
1465,19340105,40.0,31.0,11.0
1466,19340106,0.0,2.0,1.0
1467,19340107,0.0,0.0,0.0
1468,19340108,7.0,6.0,5.0
1469,19340109,0.0,1.0,1.0
1470,19340110,0.0,1.0,1.0
1471,19340111,0.0,0.0,0.0
1472,19340112,95.0,125.0,21.0
1473,19340113,10.0,15.0,8.0
1474,19340114,61.0,51.0,14.0
1475,19340115,10.0,7.0,3.0
1476,19340116,27.0,27.0,11.0
1477,19340117,72.0,37.0,9.0
1478,19340118,51.0,68.0,26.0
1479,19340119,13.0,15.0,9.0
1480,19340120,3.0,4.0,3.0
1481,19340121,0.0,0.0,0.0
1482,19340122,0.0,0.0,0.0
1483,19340123,0.0,2.0,1.0
1484,19340124,0.0,1.0,1.0
1485,19340125,0.0,0.0,0.0
1486,19340126,8.0,11.0,9.0
1487,19340127,24.0,50.0,19.0
1488,19340128,2.0,2.0,2.0
1489,19340129,0.0,0.0,0.0
1490,19340130,28.0,24.0,11.0
1491,19340131,31.0,52.0,22.0
1492,19340201,0.0,0.0,0.0
1493,19340202,0.0,0.0,0.0
1494,19340203,12.0,8.0,2.0
1495,19340204,5.0,2.0,1.0
1496,19340205,7.0,4.0,1.0
1497,19340206,0.0,0.0,0.0
1498,19340207,0.0,0.0,0.0
1499,19340208,0.0,0.0,0.0
1500,19340209,0.0,1.0,1.0
1501,19340210,0.0,1.0,1.0
1502,19340211,0.0,1.0,1.0
1503,19340212,0.0,1.0,1.0
1504,19340213,0.0,2.0,1.0
1505,19340214,0.0,0.0,0.0
1506,19340215,0.0,0.0,0.0
1507,19340216,0.0,0.0,0.0
1508,19340217,0.0,1.0,1.0
1509,19340218,0.0,0.0,0.0
1510,19340219,0.0,0.0,0.0
1511,19340220,0.0,0.0,0.0
1512,19340221,0.0,0.0,0.0
1513,19340222,0.0,0.0,0.0
1514,19340223,0.0,0.0,0.0
1515,19340224,0.0,1.0,1.0
1516,19340225,11.0,9.0,4.0
1517,19340226,36.0,23.0,8.0
1518,19340227,0.0,1.0,1.0
1519,19340228,0.0,1.0,1.0
