,YYYYMMDD,DR,RH,RHX
13801,19671114,25.0,8.0,2.0
13802,19671115,0.0,0.0,0.0
13803,19671116,12.0,9.0,4.0
13804,19671117,0.0,1.0,1.0
13805,19671118,0.0,2.0,1.0
13806,19671119,1.0,2.0,1.0
13807,19671120,0.0,0.0,0.0
13808,19671121,0.0,2.0,1.0
13809,19671122,0.0,1.0,1.0
13810,19671123,0.0,0.0,0.0
13811,19671124,0.0,0.0,0.0
13812,19671125,0.0,3.0,1.0
13813,19671126,68.0,71.0,15.0
13814,19671127,14.0,7.0,5.0
13815,19671128,159.0,216.0,30.0
13816,19671129,92.0,206.0,43.0
13817,19671130,0.0,2.0,1.0
13818,19671201,0.0,2.0,1.0
13819,19671202,0.0,0.0,0.0
13820,19671203,0.0,0.0,0.0
13821,19671204,0.0,0.0,0.0
13822,19671205,72.0,50.0,10.0
13823,19671206,100.0,87.0,17.0
13824,19671207,44.0,73.0,15.0
13825,19671208,22.0,36.0,16.0
13826,19671209,31.0,64.0,25.0
13827,19671210,2.0,1.0,1.0
13828,19671211,0.0,0.0,0.0
13829,19671212,67.0,28.0,5.0
13830,19671213,112.0,35.0,5.0
13831,19671214,35.0,10.0,2.0
13832,19671215,4.0,3.0,3.0
13833,19671216,56.0,58.0,16.0
13834,19671217,13.0,14.0,8.0
13835,19671218,14.0,24.0,9.0
13836,19671219,36.0,24.0,6.0
13837,19671220,0.0,1.0,1.0
13838,19671221,25.0,16.0,7.0
13839,19671222,14.0,16.0,10.0
13840,19671223,97.0,345.0,56.0
13841,19671224,63.0,103.0,25.0
13842,19671225,26.0,24.0,12.0
13843,19671226,6.0,4.0,3.0
13844,19671227,76.0,70.0,17.0
13845,19671228,80.0,100.0,20.0
13846,19671229,17.0,21.0,9.0
13847,19671230,10.0,19.0,19.0
13848,19671231,59.0,125.0,29.0
13849,19680101,6.0,12.0,7.0
13850,19680102,0.0,1.0,1.0
13851,19680103,24.0,18.0,5.0
13852,19680104,11.0,12.0,4.0
13853,19680105,103.0,226.0,33.0
13854,19680106,9.0,7.0,5.0
13855,19680107,4.0,3.0,2.0
13856,19680108,2.0,6.0,4.0
13857,19680109,0.0,0.0,0.0
13858,19680110,29.0,36.0,17.0
13859,19680111,14.0,30.0,9.0
13860,19680112,1.0,1.0,1.0
13861,19680113,18.0,8.0,4.0
13862,19680114,122.0,150.0,31.0
13863,19680115,0.0,0.0,0.0
13864,19680116,30.0,17.0,5.0
13865,19680117,54.0,74.0,24.0
13866,19680118,15.0,4.0,2.0
13867,19680119,47.0,12.0,3.0
13868,19680120,1.0,1.0,1.0
13869,19680121,0.0,1.0,1.0
13870,19680122,0.0,1.0,1.0
13871,19680123,8.0,4.0,3.0
13872,19680124,12.0,19.0,5.0
13873,19680125,73.0,36.0,6.0
13874,19680126,29.0,14.0,6.0
13875,19680127,32.0,25.0,8.0
13876,19680128,15.0,8.0,5.0
13877,19680129,0.0,2.0,1.0
13878,19680130,0.0,0.0,0.0
13879,19680131,3.0,2.0,2.0
13880,19680201,29.0,11.0,3.0
13881,19680202,18.0,15.0,9.0
13882,19680203,35.0,42.0,19.0
13883,19680204,0.0,0.0,0.0
13884,19680205,81.0,51.0,10.0
13885,19680206,4.0,4.0,3.0
13886,19680207,79.0,59.0,10.0
13887,19680208,0.0,0.0,0.0
13888,19680209,35.0,19.0,8.0
13889,19680210,5.0,5.0,5.0
13890,19680211,0.0,0.0,0.0
13891,19680212,10.0,4.0,3.0
13892,19680213,4.0,6.0,6.0
13893,19680214,33.0,12.0,5.0
13894,19680215,0.0,0.0,0.0
13895,19680216,10.0,13.0,9.0
13896,19680217,14.0,14.0,8.0
13897,19680218,0.0,0.0,0.0
13898,19680219,0.0,0.0,0.0
13899,19680220,0.0,0.0,0.0
13900,19680221,70.0,84.0,21.0
13901,19680222,0.0,0.0,0.0
13902,19680223,0.0,0.0,0.0
13903,19680224,0.0,0.0,0.0
13904,19680225,0.0,0.0,0.0
13905,19680226,0.0,0.0,0.0
13906,19680227,0.0,0.0,0.0
13907,19680228,0.0,0.0,0.0
13908,19680229,0.0,0.0,0.0
13909,19680301,0.0,0.0,0.0
13910,19680302,0.0,0.0,0.0
13911,19680303,0.0,0.0,0.0
13912,19680304,17.0,6.0,2.0
13913,19680305,17.0,11.0,4.0
13914,19680306,68.0,56.0,14.0
13915,19680307,8.0,5.0,3.0
13916,19680308,34.0,12.0,4.0
13917,19680309,0.0,0.0,0.0
13918,19680310,21.0,11.0,3.0
13919,19680311,31.0,23.0,9.0
13920,19680312,0.0,0.0,0.0
13921,19680313,27.0,31.0,20.0
13922,19680314,11.0,16.0,8.0
13923,19680315,51.0,88.0,24.0
13924,19680316,1.0,2.0,1.0
13925,19680317,32.0,59.0,32.0
13926,19680318,0.0,0.0,0.0
13927,19680319,1.0,1.0,1.0
13928,19680320,4.0,2.0,2.0
13929,19680321,49.0,38.0,11.0
13930,19680322,8.0,3.0,2.0
13931,19680323,12.0,8.0,5.0
13932,19680324,0.0,0.0,0.0
13933,19680325,1.0,1.0,1.0
13934,19680326,0.0,0.0,0.0
13935,19680327,0.0,0.0,0.0
13936,19680328,0.0,0.0,0.0
13937,19680329,0.0,0.0,0.0
13938,19680330,7.0,4.0,4.0
13939,19680331,46.0,30.0,10.0
13940,19680401,0.0,0.0,0.0
13941,19680402,30.0,26.0,8.0
13942,19680403,22.0,31.0,18.0
13943,19680404,84.0,98.0,16.0
13944,19680405,3.0,10.0,10.0
13945,19680406,0.0,1.0,1.0
13946,19680407,0.0,0.0,0.0
13947,19680408,0.0,0.0,0.0
13948,19680409,0.0,0.0,0.0
13949,19680410,0.0,0.0,0.0
13950,19680411,0.0,0.0,0.0
13951,19680412,0.0,0.0,0.0
13952,19680413,0.0,1.0,1.0
13953,19680414,0.0,0.0,0.0
13954,19680415,0.0,0.0,0.0
13955,19680416,16.0,7.0,4.0
13956,19680417,0.0,0.0,0.0
13957,19680418,0.0,0.0,0.0
13958,19680419,0.0,0.0,0.0
13959,19680420,0.0,0.0,0.0
13960,19680421,1.0,1.0,1.0
13961,19680422,13.0,16.0,12.0
13962,19680423,59.0,76.0,17.0
13963,19680424,1.0,3.0,1.0
13964,19680425,0.0,1.0,1.0
13965,19680426,0.0,0.0,0.0
13966,19680427,0.0,0.0,0.0
13967,19680428,52.0,49.0,13.0
13968,19680429,8.0,5.0,2.0
13969,19680430,11.0,21.0,13.0
13970,19680501,0.0,0.0,0.0
13971,19680502,0.0,0.0,0.0
13972,19680503,0.0,0.0,0.0
13973,19680504,70.0,182.0,48.0
13974,19680505,4.0,3.0,2.0
13975,19680506,20.0,49.0,37.0
13976,19680507,16.0,26.0,15.0
13977,19680508,0.0,0.0,0.0
13978,19680509,15.0,43.0,30.0
13979,19680510,53.0,99.0,32.0
13980,19680511,20.0,7.0,2.0
13981,19680512,0.0,0.0,0.0
13982,19680513,73.0,64.0,14.0
13983,19680514,27.0,25.0,10.0
13984,19680515,36.0,146.0,54.0
13985,19680516,3.0,2.0,1.0
13986,19680517,4.0,13.0,9.0
13987,19680518,54.0,113.0,26.0
13988,19680519,9.0,32.0,15.0
13989,19680520,1.0,2.0,2.0
13990,19680521,0.0,0.0,0.0
13991,19680522,0.0,0.0,0.0
13992,19680523,0.0,0.0,0.0
13993,19680524,0.0,0.0,0.0
13994,19680525,2.0,3.0,3.0
13995,19680526,102.0,78.0,11.0
13996,19680527,0.0,0.0,0.0
13997,19680528,3.0,1.0,1.0
13998,19680529,0.0,0.0,0.0
13999,19680530,0.0,0.0,0.0
14000,19680531,0.0,0.0,0.0
14001,19680601,0.0,0.0,0.0
14002,19680602,0.0,0.0,0.0
14003,19680603,7.0,78.0,77.0
14004,19680604,5.0,4.0,4.0
14005,19680605,2.0,6.0,6.0
14006,19680606,53.0,127.0,67.0
14007,19680607,0.0,2.0,1.0
14008,19680608,62.0,79.0,21.0
14009,19680609,5.0,4.0,2.0
14010,19680610,0.0,0.0,0.0
14011,19680611,1.0,1.0,1.0
14012,19680612,0.0,0.0,0.0
14013,19680613,0.0,0.0,0.0
14014,19680614,0.0,0.0,0.0
14015,19680615,0.0,0.0,0.0
14016,19680616,45.0,39.0,14.0
14017,19680617,13.0,88.0,82.0
14018,19680618,12.0,6.0,4.0
14019,19680619,11.0,26.0,14.0
14020,19680620,13.0,80.0,69.0
14021,19680621,28.0,100.0,64.0
14022,19680622,0.0,0.0,0.0
14023,19680623,28.0,14.0,5.0
14024,19680624,16.0,19.0,8.0
14025,19680625,108.0,152.0,43.0
14026,19680626,25.0,12.0,7.0
14027,19680627,86.0,116.0,34.0
14028,19680628,46.0,121.0,42.0
14029,19680629,2.0,1.0,1.0
14030,19680630,0.0,1.0,1.0
14031,19680701,0.0,0.0,0.0
14032,19680702,0.0,0.0,0.0
14033,19680703,3.0,1.0,1.0
14034,19680704,0.0,0.0,0.0
14035,19680705,0.0,0.0,0.0
14036,19680706,103.0,301.0,90.0
14037,19680707,12.0,4.0,2.0
14038,19680708,18.0,14.0,8.0
14039,19680709,0.0,0.0,0.0
14040,19680710,72.0,202.0,47.0
14041,19680711,14.0,44.0,18.0
14042,19680712,0.0,0.0,0.0
14043,19680713,0.0,0.0,0.0
14044,19680714,6.0,22.0,20.0
14045,19680715,25.0,42.0,23.0
14046,19680716,23.0,21.0,8.0
14047,19680717,1.0,2.0,1.0
14048,19680718,3.0,4.0,4.0
14049,19680719,1.0,2.0,2.0
14050,19680720,0.0,0.0,0.0
14051,19680721,0.0,0.0,0.0
14052,19680722,42.0,52.0,23.0
14053,19680723,92.0,137.0,26.0
14054,19680724,0.0,0.0,0.0
14055,19680725,2.0,1.0,1.0
14056,19680726,0.0,0.0,0.0
14057,19680727,0.0,0.0,0.0
14058,19680728,0.0,0.0,0.0
14059,19680729,0.0,0.0,0.0
14060,19680730,0.0,0.0,0.0
14061,19680731,11.0,4.0,2.0
14062,19680801,10.0,5.0,3.0
14063,19680802,0.0,0.0,0.0
14064,19680803,42.0,165.0,105.0
14065,19680804,147.0,147.0,60.0
14066,19680805,13.0,11.0,7.0
14067,19680806,10.0,24.0,10.0
14068,19680807,0.0,0.0,0.0
14069,19680808,60.0,88.0,31.0
14070,19680809,14.0,25.0,14.0
14071,19680810,0.0,0.0,0.0
14072,19680811,0.0,0.0,0.0
14073,19680812,0.0,0.0,0.0
14074,19680813,51.0,206.0,55.0
14075,19680814,17.0,16.0,5.0
14076,19680815,29.0,31.0,9.0
14077,19680816,8.0,10.0,3.0
14078,19680817,45.0,58.0,15.0
14079,19680818,34.0,112.0,48.0
14080,19680819,1.0,1.0,1.0
14081,19680820,34.0,33.0,9.0
14082,19680821,0.0,0.0,0.0
14083,19680822,0.0,0.0,0.0
14084,19680823,0.0,0.0,0.0
14085,19680824,0.0,0.0,0.0
14086,19680825,0.0,0.0,0.0
14087,19680826,0.0,0.0,0.0
14088,19680827,0.0,0.0,0.0
14089,19680828,13.0,43.0,34.0
14090,19680829,68.0,177.0,78.0
14091,19680830,0.0,0.0,0.0
14092,19680831,0.0,0.0,0.0
14093,19680901,0.0,0.0,0.0
14094,19680902,30.0,29.0,12.0
14095,19680903,21.0,17.0,12.0
14096,19680904,22.0,12.0,5.0
14097,19680905,3.0,4.0,4.0
14098,19680906,0.0,0.0,0.0
14099,19680907,0.0,0.0,0.0
14100,19680908,0.0,0.0,0.0
14101,19680909,0.0,0.0,0.0
14102,19680910,0.0,0.0,0.0
14103,19680911,38.0,67.0,25.0
14104,19680912,27.0,27.0,15.0
14105,19680913,0.0,0.0,0.0
14106,19680914,36.0,110.0,60.0
14107,19680915,82.0,81.0,20.0
14108,19680916,1.0,1.0,1.0
14109,19680917,0.0,0.0,0.0
14110,19680918,10.0,11.0,9.0
14111,19680919,0.0,0.0,0.0
14112,19680920,28.0,28.0,10.0
14113,19680921,0.0,0.0,0.0
14114,19680922,26.0,93.0,69.0
14115,19680923,102.0,202.0,44.0
14116,19680924,60.0,98.0,20.0
14117,19680925,4.0,1.0,1.0
14118,19680926,173.0,173.0,21.0
14119,19680927,18.0,104.0,94.0
14120,19680928,0.0,0.0,0.0
14121,19680929,68.0,65.0,14.0
14122,19680930,61.0,162.0,29.0
14123,19681001,76.0,35.0,8.0
14124,19681002,151.0,88.0,13.0
14125,19681003,53.0,16.0,5.0
14126,19681004,22.0,5.0,2.0
14127,19681005,16.0,9.0,7.0
14128,19681006,8.0,4.0,2.0
14129,19681007,0.0,0.0,0.0
14130,19681008,67.0,53.0,13.0
14131,19681009,4.0,3.0,2.0
14132,19681010,48.0,88.0,29.0
14133,19681011,44.0,78.0,31.0
14134,19681012,56.0,189.0,59.0
14135,19681013,0.0,0.0,0.0
14136,19681014,0.0,0.0,0.0
14137,19681015,8.0,16.0,16.0
14138,19681016,17.0,29.0,14.0
14139,19681017,22.0,71.0,53.0
14140,19681018,0.0,1.0,1.0
14141,19681019,0.0,0.0,0.0
14142,19681020,0.0,0.0,0.0
14143,19681021,0.0,0.0,0.0
14144,19681022,0.0,0.0,0.0
14145,19681023,0.0,1.0,1.0
14146,19681024,0.0,0.0,0.0
14147,19681025,0.0,1.0,1.0
14148,19681026,4.0,5.0,1.0
14149,19681027,0.0,0.0,0.0
14150,19681028,2.0,3.0,2.0
14151,19681029,39.0,42.0,14.0
14152,19681030,6.0,8.0,6.0
14153,19681031,0.0,0.0,0.0
14154,19681101,56.0,83.0,21.0
14155,19681102,3.0,3.0,2.0
14156,19681103,175.0,166.0,28.0
14157,19681104,5.0,4.0,2.0
14158,19681105,0.0,0.0,0.0
14159,19681106,69.0,51.0,13.0
14160,19681107,13.0,4.0,1.0
14161,19681108,0.0,0.0,0.0
14162,19681109,13.0,5.0,3.0
14163,19681110,0.0,0.0,0.0
14164,19681111,0.0,0.0,0.0
14165,19681112,0.0,0.0,0.0
14166,19681113,0.0,0.0,0.0
14167,19681114,0.0,0.0,0.0
14168,19681115,0.0,0.0,0.0
14169,19681116,0.0,0.0,0.0
14170,19681117,0.0,0.0,0.0
14171,19681118,35.0,7.0,1.0
14172,19681119,4.0,1.0,1.0
14173,19681120,30.0,11.0,3.0
14174,19681121,0.0,0.0,0.0
14175,19681122,3.0,2.0,1.0
14176,19681123,63.0,87.0,21.0
14177,19681124,25.0,44.0,21.0
14178,19681125,0.0,0.0,0.0
14179,19681126,2.0,2.0,1.0
14180,19681127,0.0,0.0,0.0
14181,19681128,0.0,0.0,0.0
14182,19681129,45.0,11.0,2.0
14183,19681130,24.0,6.0,4.0
14184,19681201,0.0,0.0,0.0
14185,19681202,0.0,0.0,0.0
14186,19681203,0.0,0.0,0.0
14187,19681204,0.0,0.0,0.0
14188,19681205,0.0,0.0,0.0
14189,19681206,0.0,0.0,0.0
14190,19681207,0.0,0.0,0.0
14191,19681208,0.0,1.0,1.0
14192,19681209,0.0,0.0,0.0
14193,19681210,0.0,0.0,0.0
14194,19681211,0.0,1.0,1.0
14195,19681212,0.0,0.0,0.0
14196,19681213,0.0,0.0,0.0
14197,19681214,0.0,0.0,0.0
14198,19681215,5.0,3.0,2.0
14199,19681216,44.0,25.0,6.0
14200,19681217,20.0,16.0,11.0
14201,19681218,29.0,10.0,3.0
14202,19681219,0.0,0.0,0.0
14203,19681220,35.0,33.0,10.0
14204,19681221,21.0,13.0,6.0
14205,19681222,19.0,47.0,32.0
14206,19681223,21.0,15.0,6.0
14207,19681224,8.0,2.0,1.0
14208,19681225,4.0,1.0,1.0
14209,19681226,20.0,35.0,10.0
14210,19681227,22.0,33.0,11.0
14211,19681228,21.0,16.0,6.0
14212,19681229,0.0,0.0,0.0
14213,19681230,0.0,0.0,0.0
14214,19681231,26.0,16.0,7.0
14215,19690101,56.0,23.0,5.0
14216,19690102,28.0,7.0,3.0
14217,19690103,0.0,0.0,0.0
14218,19690104,0.0,0.0,0.0
14219,19690105,0.0,0.0,0.0
14220,19690106,0.0,0.0,0.0
14221,19690107,0.0,0.0,0.0
14222,19690108,0.0,0.0,0.0
14223,19690109,0.0,1.0,1.0
14224,19690110,0.0,0.0,0.0
14225,19690111,26.0,13.0,6.0
14226,19690112,29.0,10.0,3.0
14227,19690113,16.0,6.0,4.0
14228,19690114,5.0,1.0,1.0
14229,19690115,67.0,72.0,17.0
14230,19690116,11.0,5.0,2.0
14231,19690117,28.0,30.0,18.0
14232,19690118,78.0,75.0,20.0
14233,19690119,32.0,26.0,8.0
14234,19690120,28.0,9.0,4.0
14235,19690121,29.0,7.0,4.0
14236,19690122,60.0,86.0,39.0
14237,19690123,0.0,0.0,0.0
14238,19690124,1.0,1.0,1.0
14239,19690125,4.0,2.0,1.0
14240,19690126,0.0,0.0,0.0
14241,19690127,3.0,2.0,2.0
14242,19690128,44.0,41.0,15.0
14243,19690129,8.0,3.0,2.0
14244,19690130,0.0,0.0,0.0
14245,19690131,6.0,12.0,11.0
14246,19690201,16.0,15.0,12.0
14247,19690202,23.0,44.0,19.0
14248,19690203,14.0,24.0,10.0
14249,19690204,0.0,0.0,0.0
14250,19690205,0.0,1.0,1.0
14251,19690206,29.0,36.0,20.0
14252,19690207,17.0,38.0,24.0
14253,19690208,15.0,21.0,9.0
14254,19690209,61.0,97.0,25.0
14255,19690210,8.0,14.0,6.0
14256,19690211,58.0,21.0,4.0
14257,19690212,85.0,48.0,9.0
14258,19690213,0.0,0.0,0.0
14259,19690214,0.0,0.0,0.0
14260,19690215,0.0,2.0,1.0
14261,19690216,29.0,17.0,7.0
14262,19690217,72.0,23.0,4.0
14263,19690218,20.0,6.0,3.0
14264,19690219,5.0,3.0,3.0
14265,19690220,97.0,89.0,17.0
14266,19690221,15.0,13.0,6.0
14267,19690222,10.0,4.0,3.0
14268,19690223,0.0,0.0,0.0
14269,19690224,0.0,0.0,0.0
14270,19690225,0.0,0.0,0.0
14271,19690226,8.0,1.0,1.0
14272,19690227,36.0,6.0,2.0
14273,19690228,0.0,0.0,0.0
14274,19690301,0.0,0.0,0.0
14275,19690302,0.0,0.0,0.0
14276,19690303,0.0,0.0,0.0
14277,19690304,0.0,0.0,0.0
14278,19690305,0.0,0.0,0.0
14279,19690306,0.0,0.0,0.0
14280,19690307,0.0,1.0,1.0
14281,19690308,0.0,1.0,1.0
14282,19690309,0.0,0.0,0.0
14283,19690310,0.0,0.0,0.0
14284,19690311,77.0,62.0,14.0
14285,19690312,57.0,34.0,10.0
14286,19690313,102.0,193.0,32.0
14287,19690314,26.0,62.0,27.0
14288,19690315,66.0,29.0,9.0
14289,19690316,0.0,0.0,0.0
14290,19690317,17.0,23.0,9.0
14291,19690318,6.0,4.0,3.0
14292,19690319,0.0,0.0,0.0
14293,19690320,0.0,0.0,0.0
14294,19690321,0.0,0.0,0.0
14295,19690322,0.0,0.0,0.0
14296,19690323,0.0,0.0,0.0
14297,19690324,13.0,6.0,2.0
14298,19690325,0.0,0.0,0.0
14299,19690326,0.0,0.0,0.0
14300,19690327,0.0,0.0,0.0
14301,19690328,0.0,0.0,0.0
14302,19690329,7.0,4.0,2.0
14303,19690330,56.0,61.0,15.0
14304,19690331,66.0,93.0,23.0
14305,19690401,6.0,2.0,1.0
14306,19690402,0.0,0.0,0.0
14307,19690403,0.0,0.0,0.0
14308,19690404,0.0,1.0,1.0
14309,19690405,0.0,0.0,0.0
14310,19690406,0.0,0.0,0.0
14311,19690407,0.0,0.0,0.0
14312,19690408,0.0,0.0,0.0
14313,19690409,0.0,0.0,0.0
14314,19690410,14.0,5.0,2.0
14315,19690411,35.0,101.0,48.0
14316,19690412,40.0,38.0,15.0
14317,19690413,18.0,49.0,15.0
14318,19690414,24.0,27.0,14.0
14319,19690415,100.0,146.0,43.0
14320,19690416,4.0,13.0,8.0
14321,19690417,3.0,5.0,4.0
14322,19690418,11.0,26.0,10.0
14323,19690419,0.0,0.0,0.0
14324,19690420,0.0,0.0,0.0
14325,19690421,108.0,57.0,8.0
14326,19690422,25.0,43.0,27.0
14327,19690423,25.0,20.0,8.0
14328,19690424,62.0,82.0,20.0
14329,19690425,0.0,0.0,0.0
14330,19690426,25.0,29.0,16.0
14331,19690427,0.0,0.0,0.0
14332,19690428,0.0,0.0,0.0
14333,19690429,0.0,0.0,0.0
14334,19690430,0.0,1.0,1.0
14335,19690501,31.0,14.0,4.0
14336,19690502,0.0,0.0,0.0
14337,19690503,5.0,5.0,2.0
14338,19690504,62.0,183.0,58.0
14339,19690505,20.0,6.0,3.0
14340,19690506,39.0,58.0,26.0
14341,19690507,0.0,0.0,0.0
14342,19690508,0.0,0.0,0.0
14343,19690509,9.0,10.0,5.0
14344,19690510,64.0,79.0,23.0
14345,19690511,1.0,1.0,1.0
14346,19690512,0.0,0.0,0.0
14347,19690513,0.0,0.0,0.0
14348,19690514,35.0,50.0,18.0
14349,19690515,5.0,19.0,19.0
14350,19690516,16.0,40.0,22.0
14351,19690517,58.0,85.0,32.0
14352,19690518,32.0,67.0,39.0
14353,19690519,65.0,96.0,24.0
14354,19690520,43.0,22.0,7.0
14355,19690521,2.0,3.0,2.0
14356,19690522,0.0,0.0,0.0
14357,19690523,0.0,0.0,0.0
14358,19690524,0.0,0.0,0.0
14359,19690525,3.0,2.0,1.0
14360,19690526,0.0,0.0,0.0
14361,19690527,22.0,12.0,5.0
14362,19690528,39.0,55.0,27.0
14363,19690529,24.0,25.0,13.0
14364,19690530,10.0,13.0,8.0
14365,19690531,8.0,27.0,13.0
14366,19690601,4.0,8.0,8.0
14367,19690602,0.0,0.0,0.0
14368,19690603,92.0,246.0,43.0
14369,19690604,19.0,32.0,16.0
14370,19690605,7.0,13.0,6.0
14371,19690606,0.0,0.0,0.0
14372,19690607,0.0,0.0,0.0
14373,19690608,0.0,0.0,0.0
14374,19690609,0.0,0.0,0.0
14375,19690610,0.0,0.0,0.0
14376,19690611,0.0,0.0,0.0
14377,19690612,0.0,0.0,0.0
14378,19690613,0.0,0.0,0.0
14379,19690614,0.0,0.0,0.0
14380,19690615,0.0,0.0,0.0
14381,19690616,12.0,40.0,32.0
14382,19690617,7.0,13.0,12.0
14383,19690618,3.0,3.0,2.0
14384,19690619,0.0,0.0,0.0
14385,19690620,9.0,11.0,10.0
14386,19690621,6.0,5.0,4.0
14387,19690622,0.0,0.0,0.0
14388,19690623,0.0,0.0,0.0
14389,19690624,0.0,0.0,0.0
14390,19690625,14.0,6.0,3.0
14391,19690626,0.0,0.0,0.0
14392,19690627,25.0,18.0,8.0
14393,19690628,0.0,0.0,0.0
14394,19690629,0.0,0.0,0.0
14395,19690630,0.0,0.0,0.0
14396,19690701,0.0,0.0,0.0
14397,19690702,0.0,0.0,0.0
14398,19690703,24.0,29.0,15.0
14399,19690704,0.0,0.0,0.0
14400,19690705,0.0,0.0,0.0
14401,19690706,6.0,7.0,7.0
14402,19690707,80.0,159.0,27.0
14403,19690708,45.0,105.0,37.0
14404,19690709,28.0,51.0,24.0
14405,19690710,1.0,3.0,3.0
14406,19690711,83.0,82.0,20.0
14407,19690712,0.0,0.0,0.0
14408,19690713,0.0,0.0,0.0
14409,19690714,0.0,0.0,0.0
14410,19690715,0.0,0.0,0.0
14411,19690716,0.0,0.0,0.0
14412,19690717,0.0,0.0,0.0
14413,19690718,0.0,0.0,0.0
14414,19690719,1.0,1.0,1.0
14415,19690720,0.0,0.0,0.0
14416,19690721,0.0,0.0,0.0
14417,19690722,0.0,0.0,0.0
14418,19690723,0.0,0.0,0.0
14419,19690724,4.0,21.0,14.0
14420,19690725,1.0,1.0,1.0
14421,19690726,0.0,0.0,0.0
14422,19690727,0.0,0.0,0.0
14423,19690728,0.0,0.0,0.0
14424,19690729,0.0,0.0,0.0
14425,19690730,0.0,0.0,0.0
14426,19690731,2.0,20.0,20.0
14427,19690801,0.0,0.0,0.0
14428,19690802,10.0,64.0,45.0
14429,19690803,0.0,0.0,0.0
14430,19690804,0.0,0.0,0.0
14431,19690805,3.0,36.0,36.0
14432,19690806,0.0,0.0,0.0
14433,19690807,0.0,0.0,0.0
14434,19690808,0.0,0.0,0.0
14435,19690809,0.0,0.0,0.0
14436,19690810,0.0,0.0,0.0
14437,19690811,0.0,0.0,0.0
14438,19690812,38.0,102.0,54.0
14439,19690813,5.0,5.0,2.0
14440,19690814,4.0,3.0,3.0
14441,19690815,19.0,20.0,7.0
14442,19690816,62.0,254.0,88.0
14443,19690817,29.0,143.0,99.0
14444,19690818,0.0,1.0,1.0
14445,19690819,19.0,13.0,8.0
14446,19690820,29.0,300.0,178.0
14447,19690821,27.0,66.0,28.0
14448,19690822,39.0,123.0,50.0
14449,19690823,51.0,84.0,25.0
14450,19690824,86.0,316.0,79.0
14451,19690825,29.0,58.0,23.0
14452,19690826,37.0,67.0,15.0
14453,19690827,31.0,35.0,12.0
14454,19690828,81.0,263.0,108.0
14455,19690829,22.0,27.0,10.0
14456,19690830,0.0,0.0,0.0
14457,19690831,0.0,0.0,0.0
14458,19690901,5.0,4.0,4.0
14459,19690902,0.0,0.0,0.0
14460,19690903,0.0,0.0,0.0
14461,19690904,2.0,1.0,1.0
14462,19690905,0.0,0.0,0.0
14463,19690906,0.0,0.0,0.0
14464,19690907,0.0,0.0,0.0
14465,19690908,0.0,0.0,0.0
14466,19690909,0.0,0.0,0.0
14467,19690910,0.0,1.0,1.0
14468,19690911,0.0,1.0,1.0
14469,19690912,0.0,0.0,0.0
14470,19690913,0.0,0.0,0.0
14471,19690914,0.0,0.0,0.0
14472,19690915,0.0,0.0,0.0
14473,19690916,0.0,1.0,1.0
14474,19690917,15.0,13.0,5.0
14475,19690918,3.0,2.0,2.0
14476,19690919,0.0,0.0,0.0
14477,19690920,0.0,0.0,0.0
14478,19690921,17.0,8.0,4.0
14479,19690922,6.0,9.0,7.0
14480,19690923,0.0,0.0,0.0
14481,19690924,0.0,0.0,0.0
14482,19690925,0.0,0.0,0.0
14483,19690926,0.0,0.0,0.0
14484,19690927,28.0,37.0,17.0
14485,19690928,0.0,0.0,0.0
14486,19690929,21.0,22.0,17.0
14487,19690930,0.0,0.0,0.0
14488,19691001,8.0,9.0,4.0
14489,19691002,28.0,14.0,6.0
14490,19691003,14.0,8.0,5.0
14491,19691004,0.0,0.0,0.0
14492,19691005,0.0,2.0,1.0
14493,19691006,0.0,0.0,0.0
14494,19691007,0.0,1.0,1.0
14495,19691008,0.0,0.0,0.0
14496,19691009,0.0,0.0,0.0
14497,19691010,0.0,1.0,1.0
14498,19691011,0.0,2.0,1.0
14499,19691012,0.0,0.0,0.0
14500,19691013,23.0,4.0,1.0
14501,19691014,0.0,0.0,0.0
14502,19691015,0.0,1.0,1.0
14503,19691016,0.0,1.0,1.0
14504,19691017,0.0,1.0,1.0
14505,19691018,0.0,2.0,1.0
14506,19691019,0.0,2.0,1.0
14507,19691020,6.0,4.0,1.0
14508,19691021,22.0,7.0,4.0
14509,19691022,1.0,1.0,1.0
14510,19691023,7.0,2.0,1.0
14511,19691024,37.0,48.0,13.0
14512,19691025,60.0,59.0,30.0
14513,19691026,14.0,4.0,2.0
14514,19691027,0.0,0.0,0.0
14515,19691028,0.0,0.0,0.0
14516,19691029,13.0,9.0,4.0
14517,19691030,9.0,27.0,9.0
14518,19691031,0.0,0.0,0.0
14519,19691101,0.0,0.0,0.0
14520,19691102,0.0,0.0,0.0
14521,19691103,0.0,0.0,0.0
14522,19691104,43.0,81.0,21.0
14523,19691105,27.0,51.0,20.0
14524,19691106,9.0,9.0,6.0
14525,19691107,62.0,31.0,9.0
14526,19691108,33.0,61.0,22.0
14527,19691109,43.0,72.0,23.0
14528,19691110,16.0,15.0,8.0
14529,19691111,37.0,24.0,5.0
14530,19691112,26.0,164.0,60.0
14531,19691113,0.0,0.0,0.0
14532,19691114,13.0,19.0,14.0
14533,19691115,28.0,80.0,27.0
14534,19691116,53.0,47.0,26.0
14535,19691117,17.0,15.0,3.0
